latency,type,dataset,third,N1,resp
3672715.9,37,NeoRec_2018-07-05_15-33-44,3,-2.983131,high
3672808.9,37,NeoRec_2018-07-05_15-33-44,3,12.37789,high
3672913.1,37,NeoRec_2018-07-05_15-33-44,3,4.323109,high
3673002.9,37,NeoRec_2018-07-05_15-33-44,3,-5.156751,high
3673098.9,37,NeoRec_2018-07-05_15-33-44,3,-1.478403,high
3673216.1,37,NeoRec_2018-07-05_15-33-44,3,-1.134896,high
3673335,37,NeoRec_2018-07-05_15-33-44,3,0.1742351,high
3673444.4,37,NeoRec_2018-07-05_15-33-44,3,2.405626,high
3673553.6,37,NeoRec_2018-07-05_15-33-44,3,6.755559,high
3683427.5,38,NeoRec_2018-07-05_15-33-44,1,1.757474,low
3683512.1,38,NeoRec_2018-07-05_15-33-44,1,6.894634,low
3683617.1,38,NeoRec_2018-07-05_15-33-44,1,5.360979,low
3683700.1,38,NeoRec_2018-07-05_15-33-44,1,-1.188026,low
3683804,38,NeoRec_2018-07-05_15-33-44,1,-2.889035,low
3683900.6,38,NeoRec_2018-07-05_15-33-44,2,1.235809,low
3683991.2,38,NeoRec_2018-07-05_15-33-44,2,1.162814,low
3684093.8,38,NeoRec_2018-07-05_15-33-44,2,2.309156,low
3684185.6,38,NeoRec_2018-07-05_15-33-44,2,2.270036,low
3684278,38,NeoRec_2018-07-05_15-33-44,2,4.57809,low
3684364.7,38,NeoRec_2018-07-05_15-33-44,2,-3.059743,low
3684467.9,38,NeoRec_2018-07-05_15-33-44,2,6.787391,low
3684559.5,38,NeoRec_2018-07-05_15-33-44,2,8.772717,low
3684675.5,38,NeoRec_2018-07-05_15-33-44,2,-0.515557,low
3684777.5,38,NeoRec_2018-07-05_15-33-44,2,-4.404786,low
3684872.1,38,NeoRec_2018-07-05_15-33-44,3,5.326908,low
3684984.6,38,NeoRec_2018-07-05_15-33-44,3,-4.299064,low
3685093.4,38,NeoRec_2018-07-05_15-33-44,3,-3.486651,low
3685198.8,38,NeoRec_2018-07-05_15-33-44,3,-0.6023737,low
3685279,38,NeoRec_2018-07-05_15-33-44,3,4.59125,low
3694354.3,39,NeoRec_2018-07-05_15-33-44,1,15.36987,high
3694457.5,39,NeoRec_2018-07-05_15-33-44,1,-2.062974,high
3694543.3,39,NeoRec_2018-07-05_15-33-44,1,2.184591,high
3694654.3,39,NeoRec_2018-07-05_15-33-44,1,1.806992,high
3694749.3,39,NeoRec_2018-07-05_15-33-44,1,6.265856,high
3694863.8,39,NeoRec_2018-07-05_15-33-44,1,-2.50719,high
3694945.6,39,NeoRec_2018-07-05_15-33-44,1,-1.148423,high
3695062.8,39,NeoRec_2018-07-05_15-33-44,1,-4.246183,high
3695161.2,39,NeoRec_2018-07-05_15-33-44,1,-1.75211,high
3695280.4,39,NeoRec_2018-07-05_15-33-44,1,1.887974,high
3695366.6,39,NeoRec_2018-07-05_15-33-44,1,5.842025,high
3695449.3,39,NeoRec_2018-07-05_15-33-44,1,7.666285,high
3695543.3,39,NeoRec_2018-07-05_15-33-44,1,-6.270945,high
3695655.7,39,NeoRec_2018-07-05_15-33-44,1,1.128192,high
3695758.1,39,NeoRec_2018-07-05_15-33-44,1,-3.616135,high
3695866.7,39,NeoRec_2018-07-05_15-33-44,1,-0.2989605,high
3695963.1,39,NeoRec_2018-07-05_15-33-44,1,-0.08986571,high
3696053.2,39,NeoRec_2018-07-05_15-33-44,1,1.92566,high
3696137.4,39,NeoRec_2018-07-05_15-33-44,1,1.569405,high
3696241.6,39,NeoRec_2018-07-05_15-33-44,1,3.405116,high
3696350.4,39,NeoRec_2018-07-05_15-33-44,1,4.647057,high
3696446.8,39,NeoRec_2018-07-05_15-33-44,1,-6.314915,high
3696560.6,39,NeoRec_2018-07-05_15-33-44,1,4.745677,high
3696670.7,39,NeoRec_2018-07-05_15-33-44,2,1.443935,high
3696766.9,39,NeoRec_2018-07-05_15-33-44,2,0.3612823,high
3696878.1,39,NeoRec_2018-07-05_15-33-44,2,5.074328,high
3696969.7,39,NeoRec_2018-07-05_15-33-44,2,2.885917,high
3697050.3,39,NeoRec_2018-07-05_15-33-44,2,-6.966812,high
3697133.9,39,NeoRec_2018-07-05_15-33-44,2,1.256172,high
3697215.8,39,NeoRec_2018-07-05_15-33-44,2,-5.705733,high
3697302.2,39,NeoRec_2018-07-05_15-33-44,2,-3.363344,high
3697386.8,39,NeoRec_2018-07-05_15-33-44,2,7.169689,high
3697478.4,39,NeoRec_2018-07-05_15-33-44,2,3.633785,high
3697576.6,39,NeoRec_2018-07-05_15-33-44,2,0.9673857,high
3697670,39,NeoRec_2018-07-05_15-33-44,2,-2.403745,high
3697785.4,39,NeoRec_2018-07-05_15-33-44,2,6.11822,high
3697897.5,39,NeoRec_2018-07-05_15-33-44,2,5.707189,high
3697981.5,39,NeoRec_2018-07-05_15-33-44,2,-4.468149,high
3698089.3,39,NeoRec_2018-07-05_15-33-44,2,2.912854,high
3698180.1,39,NeoRec_2018-07-05_15-33-44,2,-4.637526,high
3698294.9,39,NeoRec_2018-07-05_15-33-44,2,4.415151,high
3698379.8,39,NeoRec_2018-07-05_15-33-44,2,-0.93804,high
3698476.8,39,NeoRec_2018-07-05_15-33-44,2,-1.066619,high
3698574.8,39,NeoRec_2018-07-05_15-33-44,2,-4.629548,high
3698664,39,NeoRec_2018-07-05_15-33-44,2,5.50341,high
3698783.4,39,NeoRec_2018-07-05_15-33-44,2,6.207296,high
3698873.2,39,NeoRec_2018-07-05_15-33-44,2,-1.883329,high
3698985.9,39,NeoRec_2018-07-05_15-33-44,2,2.790281,high
3699105.1,39,NeoRec_2018-07-05_15-33-44,2,-5.936066,high
3699223.1,39,NeoRec_2018-07-05_15-33-44,2,8.719912,high
3699330.3,39,NeoRec_2018-07-05_15-33-44,2,-1.872156,high
3699419.1,39,NeoRec_2018-07-05_15-33-44,2,9.325092,high
3699516.9,39,NeoRec_2018-07-05_15-33-44,2,-3.012936,high
3699627.6,39,NeoRec_2018-07-05_15-33-44,2,8.929938,high
3699721.8,39,NeoRec_2018-07-05_15-33-44,2,-6.698573,high
3699811.8,39,NeoRec_2018-07-05_15-33-44,2,-6.539402,high
3699898.8,39,NeoRec_2018-07-05_15-33-44,2,-3.936131,high
3699990.8,39,NeoRec_2018-07-05_15-33-44,2,5.134722,high
3700071.4,39,NeoRec_2018-07-05_15-33-44,2,-0.5343542,high
3700169.7,39,NeoRec_2018-07-05_15-33-44,2,7.553205,high
3700268.5,39,NeoRec_2018-07-05_15-33-44,2,-10.9076,high
3700384.7,39,NeoRec_2018-07-05_15-33-44,2,-9.27358,high
3700501.7,39,NeoRec_2018-07-05_15-33-44,2,-4.804151,high
3700609.1,39,NeoRec_2018-07-05_15-33-44,2,11.26925,high
3700726.5,39,NeoRec_2018-07-05_15-33-44,2,5.030423,high
3700814.6,39,NeoRec_2018-07-05_15-33-44,2,-5.597714,high
3700913,39,NeoRec_2018-07-05_15-33-44,2,1.149916,high
3701008.4,39,NeoRec_2018-07-05_15-33-44,2,2.739857,high
3701124.2,39,NeoRec_2018-07-05_15-33-44,3,1.399838,high
3701224,39,NeoRec_2018-07-05_15-33-44,3,4.297407,high
3701341.4,39,NeoRec_2018-07-05_15-33-44,3,-7.780162,high
3701439.3,39,NeoRec_2018-07-05_15-33-44,3,-3.008951,high
3701537.3,39,NeoRec_2018-07-05_15-33-44,3,0.5730734,high
3701634.7,39,NeoRec_2018-07-05_15-33-44,3,0.07056183,high
3701746.7,39,NeoRec_2018-07-05_15-33-44,3,2.998377,high
3701865.1,39,NeoRec_2018-07-05_15-33-44,3,-0.9672606,high
3701951.3,39,NeoRec_2018-07-05_15-33-44,3,5.822061,high
3702057.2,39,NeoRec_2018-07-05_15-33-44,3,-2.382836,high
3702166.2,39,NeoRec_2018-07-05_15-33-44,3,-0.8008453,high
3702257.8,39,NeoRec_2018-07-05_15-33-44,3,-0.5519261,high
3702366.8,39,NeoRec_2018-07-05_15-33-44,3,0.4938444,high
3702462,39,NeoRec_2018-07-05_15-33-44,3,5.096303,high
3702576.9,39,NeoRec_2018-07-05_15-33-44,3,-8.818516,high
3702673.7,39,NeoRec_2018-07-05_15-33-44,3,-1.533799,high
3702757.7,39,NeoRec_2018-07-05_15-33-44,3,5.958605,high
3702847.7,39,NeoRec_2018-07-05_15-33-44,3,-3.722913,high
3702962.1,39,NeoRec_2018-07-05_15-33-44,3,2.308013,high
3703057.9,39,NeoRec_2018-07-05_15-33-44,3,7.444878,high
3703169.8,39,NeoRec_2018-07-05_15-33-44,3,5.930512,high
3703288.2,39,NeoRec_2018-07-05_15-33-44,3,2.831865,high
3703396.6,39,NeoRec_2018-07-05_15-33-44,3,10.45059,high
3711084.1,40,NeoRec_2018-07-05_15-33-44,1,0.2658301,low
3711198.5,40,NeoRec_2018-07-05_15-33-44,1,-3.085624,low
3711307.7,40,NeoRec_2018-07-05_15-33-44,1,1.629179,low
3711392.1,40,NeoRec_2018-07-05_15-33-44,1,-0.2800482,low
3711475.6,40,NeoRec_2018-07-05_15-33-44,1,-11.49823,low
3711565.4,40,NeoRec_2018-07-05_15-33-44,1,-4.665566,low
3711682.4,40,NeoRec_2018-07-05_15-33-44,1,-5.069363,low
3711776,40,NeoRec_2018-07-05_15-33-44,1,-2.50247,low
3711879.2,40,NeoRec_2018-07-05_15-33-44,1,12.91918,low
3711972.8,40,NeoRec_2018-07-05_15-33-44,1,3.822451,low
3712082.1,40,NeoRec_2018-07-05_15-33-44,1,-0.05182886,low
3712176.1,40,NeoRec_2018-07-05_15-33-44,1,4.39477,low
3712278.5,40,NeoRec_2018-07-05_15-33-44,1,-3.936537,low
3712372.7,40,NeoRec_2018-07-05_15-33-44,1,-1.385323,low
3712462.7,40,NeoRec_2018-07-05_15-33-44,1,-6.280766,low
3712570.5,40,NeoRec_2018-07-05_15-33-44,1,10.00023,low
3712659.3,40,NeoRec_2018-07-05_15-33-44,1,-1.270722,low
3712768.8,40,NeoRec_2018-07-05_15-33-44,1,1.419782,low
3712880.8,40,NeoRec_2018-07-05_15-33-44,1,2.809214,low
3712994.8,40,NeoRec_2018-07-05_15-33-44,1,1.253329,low
3713109.2,40,NeoRec_2018-07-05_15-33-44,1,-4.366381,low
3713204.4,40,NeoRec_2018-07-05_15-33-44,1,9.234685,low
3713310.9,40,NeoRec_2018-07-05_15-33-44,1,0.9122737,low
3713423.9,40,NeoRec_2018-07-05_15-33-44,1,-0.7950552,low
3713506.7,40,NeoRec_2018-07-05_15-33-44,2,4.780977,low
3713607.5,40,NeoRec_2018-07-05_15-33-44,2,1.299049,low
3713722.1,40,NeoRec_2018-07-05_15-33-44,2,2.619678,low
3713815.6,40,NeoRec_2018-07-05_15-33-44,2,9.457889,low
3713898.2,40,NeoRec_2018-07-05_15-33-44,2,-0.8951635,low
3714008.8,40,NeoRec_2018-07-05_15-33-44,2,-6.595442,low
3714106.8,40,NeoRec_2018-07-05_15-33-44,2,8.055492,low
3714192.8,40,NeoRec_2018-07-05_15-33-44,2,2.246683,low
3714291.4,40,NeoRec_2018-07-05_15-33-44,2,1.492305,low
3714385,40,NeoRec_2018-07-05_15-33-44,2,-0.32525,low
3714468.3,40,NeoRec_2018-07-05_15-33-44,2,-4.944993,low
3714566.9,40,NeoRec_2018-07-05_15-33-44,2,1.808144,low
3714658.3,40,NeoRec_2018-07-05_15-33-44,2,6.14912,low
3714774.5,40,NeoRec_2018-07-05_15-33-44,2,4.601047,low
3714866.9,40,NeoRec_2018-07-05_15-33-44,2,-5.159737,low
3714960.5,40,NeoRec_2018-07-05_15-33-44,2,8.867032,low
3715047.3,40,NeoRec_2018-07-05_15-33-44,2,-0.9676545,low
3715129.2,40,NeoRec_2018-07-05_15-33-44,2,1.306923,low
3715215.6,40,NeoRec_2018-07-05_15-33-44,2,6.626248,low
3715298.2,40,NeoRec_2018-07-05_15-33-44,2,-4.473125,low
3715392,40,NeoRec_2018-07-05_15-33-44,2,-2.13763,low
3715486.2,40,NeoRec_2018-07-05_15-33-44,2,6.295178,low
3715583.8,40,NeoRec_2018-07-05_15-33-44,2,8.230817,low
3715684.1,40,NeoRec_2018-07-05_15-33-44,2,2.270985,low
3715768.5,40,NeoRec_2018-07-05_15-33-44,2,-3.528952,low
3715877.7,40,NeoRec_2018-07-05_15-33-44,2,3.187445,low
3715978.5,40,NeoRec_2018-07-05_15-33-44,2,1.87449,low
3716086.7,40,NeoRec_2018-07-05_15-33-44,2,1.418891,low
3716202.1,40,NeoRec_2018-07-05_15-33-44,2,3.772066,low
3716320.4,40,NeoRec_2018-07-05_15-33-44,2,5.991566,low
3716426.2,40,NeoRec_2018-07-05_15-33-44,2,-0.1373352,low
3716521.2,40,NeoRec_2018-07-05_15-33-44,2,-2.41745,low
3716619.4,40,NeoRec_2018-07-05_15-33-44,2,10.74176,low
3716710.8,40,NeoRec_2018-07-05_15-33-44,2,3.514026,low
3716822.6,40,NeoRec_2018-07-05_15-33-44,2,-1.888529,low
3716922.5,40,NeoRec_2018-07-05_15-33-44,2,8.312672,low
3717019.7,40,NeoRec_2018-07-05_15-33-44,2,-1.460129,low
3717122.1,40,NeoRec_2018-07-05_15-33-44,2,-3.749693,low
3717207.7,40,NeoRec_2018-07-05_15-33-44,2,-0.9270432,low
3717304.5,40,NeoRec_2018-07-05_15-33-44,2,3.736261,low
3717422.5,40,NeoRec_2018-07-05_15-33-44,2,7.779097,low
3717539.6,40,NeoRec_2018-07-05_15-33-44,2,3.877343,low
3717644,40,NeoRec_2018-07-05_15-33-44,2,3.469483,low
3717743.2,40,NeoRec_2018-07-05_15-33-44,2,1.493468,low
3717857.6,40,NeoRec_2018-07-05_15-33-44,2,2.811208,low
3717971.4,40,NeoRec_2018-07-05_15-33-44,2,-1.066366,low
3718076.7,40,NeoRec_2018-07-05_15-33-44,2,1.33112,low
3718183.5,40,NeoRec_2018-07-05_15-33-44,2,2.20616,low
3718270.3,40,NeoRec_2018-07-05_15-33-44,3,0.8065636,low
3718369.9,40,NeoRec_2018-07-05_15-33-44,3,1.612604,low
3718487.3,40,NeoRec_2018-07-05_15-33-44,3,-1.813139,low
3718591.5,40,NeoRec_2018-07-05_15-33-44,3,-5.223126,low
3718693.6,40,NeoRec_2018-07-05_15-33-44,3,6.795597,low
3718800,40,NeoRec_2018-07-05_15-33-44,3,5.646654,low
3718895.4,40,NeoRec_2018-07-05_15-33-44,3,7.211249,low
3718985.4,40,NeoRec_2018-07-05_15-33-44,3,3.805162,low
3719070.2,40,NeoRec_2018-07-05_15-33-44,3,0.8134393,low
3719154.4,40,NeoRec_2018-07-05_15-33-44,3,0.2143747,low
3719248.5,40,NeoRec_2018-07-05_15-33-44,3,1.029061,low
3719353.9,40,NeoRec_2018-07-05_15-33-44,3,-0.3124348,low
3719470.5,40,NeoRec_2018-07-05_15-33-44,3,2.792942,low
3719563.3,40,NeoRec_2018-07-05_15-33-44,3,4.346136,low
3719647.3,40,NeoRec_2018-07-05_15-33-44,3,2.336015,low
3719738.5,40,NeoRec_2018-07-05_15-33-44,3,-1.707629,low
3719854.4,40,NeoRec_2018-07-05_15-33-44,3,-2.661799,low
3719938.6,40,NeoRec_2018-07-05_15-33-44,3,1.286314,low
3720018.6,40,NeoRec_2018-07-05_15-33-44,3,4.957602,low
3720119,40,NeoRec_2018-07-05_15-33-44,3,3.789243,low
3720208.6,40,NeoRec_2018-07-05_15-33-44,3,1.408634,low
3720294.2,40,NeoRec_2018-07-05_15-33-44,3,7.042491,low
3720408.6,40,NeoRec_2018-07-05_15-33-44,3,-0.344583,low
3720491.5,40,NeoRec_2018-07-05_15-33-44,3,-2.439947,low
3732296,41,NeoRec_2018-07-05_15-33-44,1,-3.728672,high
3732409.2,41,NeoRec_2018-07-05_15-33-44,1,-3.570994,high
3732526.3,41,NeoRec_2018-07-05_15-33-44,1,2.712993,high
3732631.7,41,NeoRec_2018-07-05_15-33-44,1,2.995846,high
3732719.1,41,NeoRec_2018-07-05_15-33-44,1,-7.209307,high
3732837.9,41,NeoRec_2018-07-05_15-33-44,1,0.8276298,high
3732939.1,41,NeoRec_2018-07-05_15-33-44,1,5.514517,high
3733053.9,41,NeoRec_2018-07-05_15-33-44,1,1.762524,high
3733162.4,41,NeoRec_2018-07-05_15-33-44,1,-0.5290339,high
3733272,41,NeoRec_2018-07-05_15-33-44,1,-4.54803,high
3733371.8,41,NeoRec_2018-07-05_15-33-44,1,3.406231,high
3733475.2,41,NeoRec_2018-07-05_15-33-44,1,4.768512,high
3733580.4,41,NeoRec_2018-07-05_15-33-44,1,9.037373,high
3733675.4,41,NeoRec_2018-07-05_15-33-44,1,1.23342,high
3733790.5,41,NeoRec_2018-07-05_15-33-44,1,1.080754,high
3733900.3,41,NeoRec_2018-07-05_15-33-44,1,-5.345773,high
3734012.7,41,NeoRec_2018-07-05_15-33-44,1,1.51356,high
3734132.1,41,NeoRec_2018-07-05_15-33-44,1,3.421538,high
3734224.9,41,NeoRec_2018-07-05_15-33-44,1,6.127878,high
3734306,41,NeoRec_2018-07-05_15-33-44,1,3.065671,high
3734405,41,NeoRec_2018-07-05_15-33-44,1,-4.494692,high
3734509.8,41,NeoRec_2018-07-05_15-33-44,1,1.101736,high
3734591.8,41,NeoRec_2018-07-05_15-33-44,1,1.847895,high
3734673,41,NeoRec_2018-07-05_15-33-44,1,-3.133454,high
3734778.6,41,NeoRec_2018-07-05_15-33-44,1,-1.762606,high
3734859.8,41,NeoRec_2018-07-05_15-33-44,1,1.110322,high
3734964.5,41,NeoRec_2018-07-05_15-33-44,1,-1.969655,high
3735054.9,41,NeoRec_2018-07-05_15-33-44,1,9.881857,high
3735168.5,41,NeoRec_2018-07-05_15-33-44,1,-8.02905,high
3735271.9,41,NeoRec_2018-07-05_15-33-44,1,-6.312829,high
3735360.3,41,NeoRec_2018-07-05_15-33-44,1,4.989862,high
3735462.3,41,NeoRec_2018-07-05_15-33-44,1,1.872011,high
3735554.4,41,NeoRec_2018-07-05_15-33-44,1,4.381443,high
3735648,41,NeoRec_2018-07-05_15-33-44,2,5.538064,high
3735757,41,NeoRec_2018-07-05_15-33-44,2,6.994668,high
3735858.2,41,NeoRec_2018-07-05_15-33-44,2,5.719342,high
3735973.2,41,NeoRec_2018-07-05_15-33-44,2,7.070473,high
3736055,41,NeoRec_2018-07-05_15-33-44,2,1.50045,high
3736173.1,41,NeoRec_2018-07-05_15-33-44,2,-6.604074,high
3736281.3,41,NeoRec_2018-07-05_15-33-44,2,4.727295,high
3736397.5,41,NeoRec_2018-07-05_15-33-44,2,3.527913,high
3736515.7,41,NeoRec_2018-07-05_15-33-44,2,-0.4782184,high
3736607.3,41,NeoRec_2018-07-05_15-33-44,2,-1.602385,high
3736727.2,41,NeoRec_2018-07-05_15-33-44,2,-8.016,high
3736842.6,41,NeoRec_2018-07-05_15-33-44,2,9.668615,high
3736932.4,41,NeoRec_2018-07-05_15-33-44,2,5.408076,high
3737034,41,NeoRec_2018-07-05_15-33-44,2,-1.894942,high
3737118.4,41,NeoRec_2018-07-05_15-33-44,2,-2.282866,high
3737227.6,41,NeoRec_2018-07-05_15-33-44,2,-6.99904,high
3737336.7,41,NeoRec_2018-07-05_15-33-44,2,1.886005,high
3737455.5,41,NeoRec_2018-07-05_15-33-44,2,-4.167838,high
3737561.9,41,NeoRec_2018-07-05_15-33-44,2,-0.4283499,high
3737653.5,41,NeoRec_2018-07-05_15-33-44,2,-5.061589,high
3737768.5,41,NeoRec_2018-07-05_15-33-44,2,-7.101731,high
3737865.9,41,NeoRec_2018-07-05_15-33-44,2,0.8300413,high
3737973.2,41,NeoRec_2018-07-05_15-33-44,2,6.127672,high
3738086.2,41,NeoRec_2018-07-05_15-33-44,2,-2.420799,high
3738167.8,41,NeoRec_2018-07-05_15-33-44,2,5.054018,high
3738262.4,41,NeoRec_2018-07-05_15-33-44,2,-10.36722,high
3738371.8,41,NeoRec_2018-07-05_15-33-44,2,0.8217385,high
3738484.3,41,NeoRec_2018-07-05_15-33-44,2,4.352404,high
3738592.3,41,NeoRec_2018-07-05_15-33-44,2,3.16849,high
3738685.5,41,NeoRec_2018-07-05_15-33-44,2,-7.821373,high
3738776.7,41,NeoRec_2018-07-05_15-33-44,2,-0.1254611,high
3738864.1,41,NeoRec_2018-07-05_15-33-44,2,1.924559,high
3738950.1,41,NeoRec_2018-07-05_15-33-44,2,3.537157,high
3739044.5,41,NeoRec_2018-07-05_15-33-44,2,-4.618709,high
3739153,41,NeoRec_2018-07-05_15-33-44,2,4.731953,high
3739264,41,NeoRec_2018-07-05_15-33-44,2,-6.737012,high
3739368,41,NeoRec_2018-07-05_15-33-44,2,2.866433,high
3739452.8,41,NeoRec_2018-07-05_15-33-44,2,10.58049,high
3739571.4,41,NeoRec_2018-07-05_15-33-44,2,7.871628,high
3739682.9,41,NeoRec_2018-07-05_15-33-44,2,-3.042872,high
3739798.7,41,NeoRec_2018-07-05_15-33-44,2,4.466913,high
3739902.3,41,NeoRec_2018-07-05_15-33-44,2,3.048573,high
3740020.9,41,NeoRec_2018-07-05_15-33-44,2,-10.08638,high
3740111.1,41,NeoRec_2018-07-05_15-33-44,2,-7.222314,high
3740210.3,41,NeoRec_2018-07-05_15-33-44,2,0.9261781,high
3740315.8,41,NeoRec_2018-07-05_15-33-44,2,-2.575719,high
3740434.2,41,NeoRec_2018-07-05_15-33-44,2,2.052036,high
3740543.6,41,NeoRec_2018-07-05_15-33-44,2,2.033099,high
3740657.2,41,NeoRec_2018-07-05_15-33-44,2,0.8661211,high
3740748.2,41,NeoRec_2018-07-05_15-33-44,2,-3.81223,high
3740840.6,41,NeoRec_2018-07-05_15-33-44,2,-1.375665,high
3740921.7,41,NeoRec_2018-07-05_15-33-44,2,0.6023006,high
3741030.7,41,NeoRec_2018-07-05_15-33-44,2,-2.817448,high
3741122.1,41,NeoRec_2018-07-05_15-33-44,2,0.01255586,high
3741204.1,41,NeoRec_2018-07-05_15-33-44,2,1.001678,high
3741284.7,41,NeoRec_2018-07-05_15-33-44,2,0.1531541,high
3741399.9,41,NeoRec_2018-07-05_15-33-44,2,-2.123071,high
3741484.6,41,NeoRec_2018-07-05_15-33-44,2,-1.759544,high
3741596.6,41,NeoRec_2018-07-05_15-33-44,2,-9.916133,high
3741681.4,41,NeoRec_2018-07-05_15-33-44,2,0.1994935,high
3741773.6,41,NeoRec_2018-07-05_15-33-44,2,0.7565262,high
3741870.4,41,NeoRec_2018-07-05_15-33-44,2,-27.7451,high
3741955.6,41,NeoRec_2018-07-05_15-33-44,2,9.899921,high
3742049.4,41,NeoRec_2018-07-05_15-33-44,2,-1.595703,high
3742131.1,41,NeoRec_2018-07-05_15-33-44,2,-6.509857,high
3742226.9,41,NeoRec_2018-07-05_15-33-44,2,-280.4178,high
3742308.9,41,NeoRec_2018-07-05_15-33-44,2,-286.9027,high
3742425.9,41,NeoRec_2018-07-05_15-33-44,2,14.91636,high
3742521.9,41,NeoRec_2018-07-05_15-33-44,3,-231.3077,high
3742614.1,41,NeoRec_2018-07-05_15-33-44,3,163.6768,high
3742697,41,NeoRec_2018-07-05_15-33-44,3,172.2718,high
3742809,41,NeoRec_2018-07-05_15-33-44,3,184.777,high
3742905.6,41,NeoRec_2018-07-05_15-33-44,3,-5.665398,high
3743002.4,41,NeoRec_2018-07-05_15-33-44,3,-37.93789,high
3743094.2,41,NeoRec_2018-07-05_15-33-44,3,-2.53433,high
3743176.2,41,NeoRec_2018-07-05_15-33-44,3,-4.293869,high
3743287.3,41,NeoRec_2018-07-05_15-33-44,3,1.735454,high
3743403.7,41,NeoRec_2018-07-05_15-33-44,3,1.435714,high
3743516.5,41,NeoRec_2018-07-05_15-33-44,3,-1.463885,high
3743629.7,41,NeoRec_2018-07-05_15-33-44,3,-3.954354,high
3743715.1,41,NeoRec_2018-07-05_15-33-44,3,-4.905325,high
3743819.7,41,NeoRec_2018-07-05_15-33-44,3,2.448154,high
3743921.4,41,NeoRec_2018-07-05_15-33-44,3,6.951196,high
3744026.2,41,NeoRec_2018-07-05_15-33-44,3,7.277355,high
3744134.2,41,NeoRec_2018-07-05_15-33-44,3,11.64158,high
3744221.6,41,NeoRec_2018-07-05_15-33-44,3,9.476684,high
3744328.4,41,NeoRec_2018-07-05_15-33-44,3,6.71081,high
3744418.8,41,NeoRec_2018-07-05_15-33-44,3,5.388373,high
3744502.1,41,NeoRec_2018-07-05_15-33-44,3,12.17975,high
3744599.1,41,NeoRec_2018-07-05_15-33-44,3,8.235347,high
3744698.1,41,NeoRec_2018-07-05_15-33-44,3,7.658234,high
3744783.3,41,NeoRec_2018-07-05_15-33-44,3,2.336402,high
3744899.9,41,NeoRec_2018-07-05_15-33-44,3,-9.415741,high
3744994.7,41,NeoRec_2018-07-05_15-33-44,3,-8.405525,high
3745101.4,41,NeoRec_2018-07-05_15-33-44,3,47.27095,high
3745190.8,41,NeoRec_2018-07-05_15-33-44,3,26.92926,high
3745292.8,41,NeoRec_2018-07-05_15-33-44,3,43.04841,high
3745387.4,41,NeoRec_2018-07-05_15-33-44,3,-23.74558,high
3745492.2,41,NeoRec_2018-07-05_15-33-44,3,66.46651,high
3745587.6,41,NeoRec_2018-07-05_15-33-44,3,2.32451,high
3745684.1,41,NeoRec_2018-07-05_15-33-44,3,-22.57151,high
3754870.2,42,NeoRec_2018-07-05_15-33-44,1,-5.316684,low
3754983.8,42,NeoRec_2018-07-05_15-33-44,1,-1.178004,low
3755063.8,42,NeoRec_2018-07-05_15-33-44,1,4.073963,low
3755180.2,42,NeoRec_2018-07-05_15-33-44,1,1.050992,low
3755267.6,42,NeoRec_2018-07-05_15-33-44,1,-0.1069951,low
3755378.7,42,NeoRec_2018-07-05_15-33-44,1,0.487253,low
3755489.1,42,NeoRec_2018-07-05_15-33-44,1,-4.563788,low
3755579.1,42,NeoRec_2018-07-05_15-33-44,1,7.180325,low
3755673.3,42,NeoRec_2018-07-05_15-33-44,1,0.0235814,low
3755774.5,42,NeoRec_2018-07-05_15-33-44,1,0.3117866,low
3755887.2,42,NeoRec_2018-07-05_15-33-44,1,4.969171,low
3755982.8,42,NeoRec_2018-07-05_15-33-44,1,1.619656,low
3756071.6,42,NeoRec_2018-07-05_15-33-44,2,3.275183,low
3756182.8,42,NeoRec_2018-07-05_15-33-44,2,-1.486957,low
3756295.8,42,NeoRec_2018-07-05_15-33-44,2,9.180886,low
3756415.2,42,NeoRec_2018-07-05_15-33-44,2,1.777925,low
3756515.3,42,NeoRec_2018-07-05_15-33-44,2,6.111798,low
3756596.9,42,NeoRec_2018-07-05_15-33-44,2,-4.144449,low
3756688.9,42,NeoRec_2018-07-05_15-33-44,2,7.289296,low
3756775.1,42,NeoRec_2018-07-05_15-33-44,2,2.580512,low
3756890.5,42,NeoRec_2018-07-05_15-33-44,2,-2.882724,low
3756991.7,42,NeoRec_2018-07-05_15-33-44,2,1.770185,low
3757109.8,42,NeoRec_2018-07-05_15-33-44,2,-4.553686,low
3757202.2,42,NeoRec_2018-07-05_15-33-44,2,-1.516301,low
3757299.6,42,NeoRec_2018-07-05_15-33-44,2,-1.16298,low
3757414.4,42,NeoRec_2018-07-05_15-33-44,2,5.296021,low
3757522,42,NeoRec_2018-07-05_15-33-44,2,-3.409913,low
3757621.4,42,NeoRec_2018-07-05_15-33-44,2,-4.436313,low
3757736.1,42,NeoRec_2018-07-05_15-33-44,2,-6.54063,low
3757817.9,42,NeoRec_2018-07-05_15-33-44,2,2.207152,low
3757930.1,42,NeoRec_2018-07-05_15-33-44,2,-6.14686,low
3758022.3,42,NeoRec_2018-07-05_15-33-44,2,1.415064,low
3758107.9,42,NeoRec_2018-07-05_15-33-44,2,-0.9546065,low
3758226.7,42,NeoRec_2018-07-05_15-33-44,2,-11.81069,low
