latency,type,dataset,third,N1,resp
93002.9,7,NeoRec_2018-07-06_14-02-33,2,6.870759,low
93104.3,7,NeoRec_2018-07-06_14-02-33,2,-1.617589,low
93189.5,7,NeoRec_2018-07-06_14-02-33,2,6.317378,low
93282.9,7,NeoRec_2018-07-06_14-02-33,2,9.269755,low
93374.7,7,NeoRec_2018-07-06_14-02-33,2,-9.133737,low
93482.5,7,NeoRec_2018-07-06_14-02-33,2,3.660581,low
93593.4,7,NeoRec_2018-07-06_14-02-33,2,-0.5317879,low
93690,7,NeoRec_2018-07-06_14-02-33,2,-0.3183296,low
93786.6,7,NeoRec_2018-07-06_14-02-33,2,-3.543819,low
93904.6,7,NeoRec_2018-07-06_14-02-33,2,3.32582,low
93990.6,7,NeoRec_2018-07-06_14-02-33,2,-4.039981,low
94091.1,7,NeoRec_2018-07-06_14-02-33,2,-2.089978,low
94194.5,7,NeoRec_2018-07-06_14-02-33,2,-1.925082,low
94279.1,7,NeoRec_2018-07-06_14-02-33,2,-2.395589,low
94383.7,7,NeoRec_2018-07-06_14-02-33,2,-8.757717,low
94482.3,7,NeoRec_2018-07-06_14-02-33,2,-8.243145,low
94592.1,7,NeoRec_2018-07-06_14-02-33,2,6.727656,low
94673.8,7,NeoRec_2018-07-06_14-02-33,2,-0.284656,low
94759.6,7,NeoRec_2018-07-06_14-02-33,2,3.602188,low
94854.6,7,NeoRec_2018-07-06_14-02-33,2,9.660227,low
94969.2,7,NeoRec_2018-07-06_14-02-33,2,-7.429428,low
95073.6,7,NeoRec_2018-07-06_14-02-33,3,-1.806893,low
95154.6,7,NeoRec_2018-07-06_14-02-33,3,0.5699548,low
95268.3,7,NeoRec_2018-07-06_14-02-33,3,-1.067522,low
95380.9,7,NeoRec_2018-07-06_14-02-33,3,5.331553,low
95489.3,7,NeoRec_2018-07-06_14-02-33,3,-4.688962,low
95596.7,7,NeoRec_2018-07-06_14-02-33,3,2.448102,low
95689.9,7,NeoRec_2018-07-06_14-02-33,3,1.535262,low
95771.7,7,NeoRec_2018-07-06_14-02-33,3,-2.218191,low
95884.4,7,NeoRec_2018-07-06_14-02-33,3,-0.1632529,low
95996.6,7,NeoRec_2018-07-06_14-02-33,3,-1.91345,low
96090.6,7,NeoRec_2018-07-06_14-02-33,3,1.591307,low
105748.9,8,NeoRec_2018-07-06_14-02-33,1,5.775774,low
105850.9,8,NeoRec_2018-07-06_14-02-33,1,1.272288,low
105939.1,8,NeoRec_2018-07-06_14-02-33,1,4.207045,low
106020.9,8,NeoRec_2018-07-06_14-02-33,1,-4.789732,low
106120.9,8,NeoRec_2018-07-06_14-02-33,1,-0.7657871,low
106203,8,NeoRec_2018-07-06_14-02-33,1,4.075625,low
106311.8,8,NeoRec_2018-07-06_14-02-33,1,-2.074109,low
106411.2,8,NeoRec_2018-07-06_14-02-33,1,-13.74095,low
106523.6,8,NeoRec_2018-07-06_14-02-33,1,-2.505547,low
106630.2,8,NeoRec_2018-07-06_14-02-33,1,-2.918107,low
106717.7,8,NeoRec_2018-07-06_14-02-33,1,-1.464361,low
106814.3,8,NeoRec_2018-07-06_14-02-33,1,-6.620866,low
106916.1,8,NeoRec_2018-07-06_14-02-33,1,0.166328,low
107016.7,8,NeoRec_2018-07-06_14-02-33,2,4.527792,low
107101.5,8,NeoRec_2018-07-06_14-02-33,2,-3.263796,low
107203.3,8,NeoRec_2018-07-06_14-02-33,2,-3.221937,low
107305.3,8,NeoRec_2018-07-06_14-02-33,2,-1.313852,low
107385.8,8,NeoRec_2018-07-06_14-02-33,2,-3.241226,low
107491.8,8,NeoRec_2018-07-06_14-02-33,2,0.08134523,low
107603.6,8,NeoRec_2018-07-06_14-02-33,2,-0.3986376,low
107698,8,NeoRec_2018-07-06_14-02-33,2,-7.769814,low
107781.6,8,NeoRec_2018-07-06_14-02-33,2,0.7653337,low
107866.9,8,NeoRec_2018-07-06_14-02-33,2,-2.901495,low
107956.1,8,NeoRec_2018-07-06_14-02-33,2,-1.42469,low
108043.7,8,NeoRec_2018-07-06_14-02-33,2,2.381359,low
108143.9,8,NeoRec_2018-07-06_14-02-33,2,-7.6061,low
108237.7,8,NeoRec_2018-07-06_14-02-33,2,-8.382365,low
108339.3,8,NeoRec_2018-07-06_14-02-33,2,-2.839642,low
108446.5,8,NeoRec_2018-07-06_14-02-33,2,-8.502105,low
108533.4,8,NeoRec_2018-07-06_14-02-33,2,-4.058638,low
108648.8,8,NeoRec_2018-07-06_14-02-33,2,-7.555789,low
108739.2,8,NeoRec_2018-07-06_14-02-33,2,-5.8734,low
108842.8,8,NeoRec_2018-07-06_14-02-33,2,4.685576,low
108926.4,8,NeoRec_2018-07-06_14-02-33,2,-1.157197,low
109040.4,8,NeoRec_2018-07-06_14-02-33,2,-0.1290836,low
109126.5,8,NeoRec_2018-07-06_14-02-33,2,-0.8764874,low
109230.7,8,NeoRec_2018-07-06_14-02-33,2,-5.73964,low
109332.5,8,NeoRec_2018-07-06_14-02-33,2,2.879624,low
109424.1,8,NeoRec_2018-07-06_14-02-33,2,-4.406005,low
109520.3,8,NeoRec_2018-07-06_14-02-33,2,-4.137015,low
109603.9,8,NeoRec_2018-07-06_14-02-33,2,-3.149704,low
109693,8,NeoRec_2018-07-06_14-02-33,3,-1.876365,low
109773.2,8,NeoRec_2018-07-06_14-02-33,3,3.392704,low
109854.4,8,NeoRec_2018-07-06_14-02-33,3,-4.786954,low
109955.4,8,NeoRec_2018-07-06_14-02-33,3,1.624102,low
110071.6,8,NeoRec_2018-07-06_14-02-33,3,0.7869443,low
110161.6,8,NeoRec_2018-07-06_14-02-33,3,3.705748,low
110242.1,8,NeoRec_2018-07-06_14-02-33,3,-6.971179,low
110337.1,8,NeoRec_2018-07-06_14-02-33,3,-2.787469,low
110427.3,8,NeoRec_2018-07-06_14-02-33,3,2.250056,low
110518.1,8,NeoRec_2018-07-06_14-02-33,3,-2.36387,low
110630.3,8,NeoRec_2018-07-06_14-02-33,3,5.399304,low
110720.5,8,NeoRec_2018-07-06_14-02-33,3,-4.182777,low
110837.6,8,NeoRec_2018-07-06_14-02-33,3,8.087552,low
119365.2,9,NeoRec_2018-07-06_14-02-33,1,-0.9752604,high
119468.6,9,NeoRec_2018-07-06_14-02-33,1,-1.453367,high
119582.2,9,NeoRec_2018-07-06_14-02-33,1,-5.069024,high
119684.4,9,NeoRec_2018-07-06_14-02-33,1,14.28392,high
119802.4,9,NeoRec_2018-07-06_14-02-33,1,3.317373,high
119909.1,9,NeoRec_2018-07-06_14-02-33,1,1.612823,high
119997.3,9,NeoRec_2018-07-06_14-02-33,1,2.176783,high
120100.5,9,NeoRec_2018-07-06_14-02-33,1,-1.958289,high
120198.1,9,NeoRec_2018-07-06_14-02-33,2,-0.3002867,high
120306.7,9,NeoRec_2018-07-06_14-02-33,2,-4.230932,high
120390.9,9,NeoRec_2018-07-06_14-02-33,2,1.484131,high
120482.4,9,NeoRec_2018-07-06_14-02-33,2,-0.6409903,high
120593.8,9,NeoRec_2018-07-06_14-02-33,2,-3.859717,high
120704.6,9,NeoRec_2018-07-06_14-02-33,2,-9.780139,high
120813.8,9,NeoRec_2018-07-06_14-02-33,2,1.116178,high
120902.2,9,NeoRec_2018-07-06_14-02-33,2,2.380697,high
120992.1,9,NeoRec_2018-07-06_14-02-33,2,-3.363327,high
121109.5,9,NeoRec_2018-07-06_14-02-33,2,-2.11024,high
121223.7,9,NeoRec_2018-07-06_14-02-33,2,-1.70613,high
121311.9,9,NeoRec_2018-07-06_14-02-33,2,-0.6485037,high
121431.5,9,NeoRec_2018-07-06_14-02-33,2,-4.196034,high
121539.7,9,NeoRec_2018-07-06_14-02-33,2,5.52707,high
121642.8,9,NeoRec_2018-07-06_14-02-33,2,3.932708,high
121748.4,9,NeoRec_2018-07-06_14-02-33,2,-2.931031,high
121857,9,NeoRec_2018-07-06_14-02-33,2,-1.122245,high
121965,9,NeoRec_2018-07-06_14-02-33,2,-7.839793,high
122059.8,9,NeoRec_2018-07-06_14-02-33,3,0.8895491,high
122152,9,NeoRec_2018-07-06_14-02-33,3,4.176526,high
122267.9,9,NeoRec_2018-07-06_14-02-33,3,4.056905,high
122351.9,9,NeoRec_2018-07-06_14-02-33,3,-0.4646373,high
122431.9,9,NeoRec_2018-07-06_14-02-33,3,-0.153706,high
122541.7,9,NeoRec_2018-07-06_14-02-33,3,-3.479695,high
122635.3,9,NeoRec_2018-07-06_14-02-33,3,-0.1953429,high
122726.1,9,NeoRec_2018-07-06_14-02-33,3,3.269361,high
136020,10,NeoRec_2018-07-06_14-02-33,1,8.661464,low
136104.4,10,NeoRec_2018-07-06_14-02-33,1,-10.57003,low
136216.4,10,NeoRec_2018-07-06_14-02-33,1,-3.421494,low
136309.8,10,NeoRec_2018-07-06_14-02-33,1,-8.28578,low
136392.8,10,NeoRec_2018-07-06_14-02-33,1,-1.09399,low
136489.4,10,NeoRec_2018-07-06_14-02-33,1,2.411185,low
136589.9,10,NeoRec_2018-07-06_14-02-33,1,-2.057778,low
136675.5,10,NeoRec_2018-07-06_14-02-33,1,-1.550776,low
136780.5,10,NeoRec_2018-07-06_14-02-33,1,-3.988904,low
136862.1,10,NeoRec_2018-07-06_14-02-33,1,-0.5771737,low
136961.3,10,NeoRec_2018-07-06_14-02-33,1,-3.194411,low
137049.9,10,NeoRec_2018-07-06_14-02-33,1,-1.863903,low
137136.9,10,NeoRec_2018-07-06_14-02-33,1,0.4989009,low
137224.8,10,NeoRec_2018-07-06_14-02-33,2,-2.350202,low
137327.2,10,NeoRec_2018-07-06_14-02-33,2,-3.65606,low
137438.8,10,NeoRec_2018-07-06_14-02-33,2,-0.9940354,low
137527.4,10,NeoRec_2018-07-06_14-02-33,2,-3.239144,low
137633,10,NeoRec_2018-07-06_14-02-33,2,-6.230812,low
137730.8,10,NeoRec_2018-07-06_14-02-33,2,-3.157793,low
137811.7,10,NeoRec_2018-07-06_14-02-33,2,5.108438,low
137918.9,10,NeoRec_2018-07-06_14-02-33,2,-2.966358,low
138031.5,10,NeoRec_2018-07-06_14-02-33,2,-0.2887665,low
138144.7,10,NeoRec_2018-07-06_14-02-33,2,0.929168,low
138262.5,10,NeoRec_2018-07-06_14-02-33,2,-2.806833,low
138364,10,NeoRec_2018-07-06_14-02-33,2,2.097501,low
138461.6,10,NeoRec_2018-07-06_14-02-33,2,2.620047,low
138572.6,10,NeoRec_2018-07-06_14-02-33,2,2.333465,low
138684.8,10,NeoRec_2018-07-06_14-02-33,2,2.092888,low
138795.6,10,NeoRec_2018-07-06_14-02-33,2,13.90361,low
138875.6,10,NeoRec_2018-07-06_14-02-33,2,3.099061,low
138976.1,10,NeoRec_2018-07-06_14-02-33,2,2.644896,low
139071.5,10,NeoRec_2018-07-06_14-02-33,2,1.743978,low
139176.3,10,NeoRec_2018-07-06_14-02-33,2,-0.4307834,low
139263.1,10,NeoRec_2018-07-06_14-02-33,2,-5.705935,low
139348.7,10,NeoRec_2018-07-06_14-02-33,2,0.2618753,low
139431.5,10,NeoRec_2018-07-06_14-02-33,2,-7.695228,low
139535.4,10,NeoRec_2018-07-06_14-02-33,2,0.06816562,low
139647,10,NeoRec_2018-07-06_14-02-33,2,-3.418746,low
139765.2,10,NeoRec_2018-07-06_14-02-33,2,-0.4013023,low
139881.6,10,NeoRec_2018-07-06_14-02-33,2,-5.240602,low
139974.6,10,NeoRec_2018-07-06_14-02-33,2,2.899062,low
140064.6,10,NeoRec_2018-07-06_14-02-33,3,1.685617,low
140171.9,10,NeoRec_2018-07-06_14-02-33,3,-0.1885834,low
140262.9,10,NeoRec_2018-07-06_14-02-33,3,-0.5030105,low
140350.1,10,NeoRec_2018-07-06_14-02-33,3,2.690624,low
140442.1,10,NeoRec_2018-07-06_14-02-33,3,3.578622,low
140533.3,10,NeoRec_2018-07-06_14-02-33,3,-0.5867941,low
140630.3,10,NeoRec_2018-07-06_14-02-33,3,-1.804484,low
140747,10,NeoRec_2018-07-06_14-02-33,3,-4.807637,low
140828,10,NeoRec_2018-07-06_14-02-33,3,8.542324,low
140937.8,10,NeoRec_2018-07-06_14-02-33,3,3.355295,low
141045,10,NeoRec_2018-07-06_14-02-33,3,-2.246211,low
141148.4,10,NeoRec_2018-07-06_14-02-33,3,7.898927,low
141245.9,10,NeoRec_2018-07-06_14-02-33,3,5.339862,low
148916.1,11,NeoRec_2018-07-06_14-02-33,1,-5.896423,high
149021.9,11,NeoRec_2018-07-06_14-02-33,1,11.5105,high
149107.4,11,NeoRec_2018-07-06_14-02-33,1,1.916218,high
149197.2,11,NeoRec_2018-07-06_14-02-33,1,-0.3672881,high
149312.4,11,NeoRec_2018-07-06_14-02-33,1,0.2536775,high
149424.8,11,NeoRec_2018-07-06_14-02-33,1,0.7981585,high
149505,11,NeoRec_2018-07-06_14-02-33,1,1.941744,high
149615.1,11,NeoRec_2018-07-06_14-02-33,1,-9.405872,high
149722.5,11,NeoRec_2018-07-06_14-02-33,1,3.180975,high
149828.3,11,NeoRec_2018-07-06_14-02-33,2,-2.205667,high
149937.7,11,NeoRec_2018-07-06_14-02-33,2,-6.784353,high
150054.1,11,NeoRec_2018-07-06_14-02-33,2,-12.33536,high
150141.3,11,NeoRec_2018-07-06_14-02-33,2,7.870753,high
150253,11,NeoRec_2018-07-06_14-02-33,2,0.975368,high
150357.2,11,NeoRec_2018-07-06_14-02-33,2,-1.108082,high
150446.6,11,NeoRec_2018-07-06_14-02-33,2,1.745737,high
150540.8,11,NeoRec_2018-07-06_14-02-33,2,6.95088,high
150622.8,11,NeoRec_2018-07-06_14-02-33,2,-4.632668,high
150709.8,11,NeoRec_2018-07-06_14-02-33,2,4.050984,high
150807.5,11,NeoRec_2018-07-06_14-02-33,2,0.7745318,high
150910.7,11,NeoRec_2018-07-06_14-02-33,2,-0.910888,high
151005.3,11,NeoRec_2018-07-06_14-02-33,2,-4.123562,high
151109.7,11,NeoRec_2018-07-06_14-02-33,2,3.394107,high
151189.9,11,NeoRec_2018-07-06_14-02-33,2,-3.20802,high
151289.3,11,NeoRec_2018-07-06_14-02-33,2,3.549546,high
151392.4,11,NeoRec_2018-07-06_14-02-33,2,1.55585,high
151511.6,11,NeoRec_2018-07-06_14-02-33,3,-1.968146,high
151596,11,NeoRec_2018-07-06_14-02-33,3,-4.817795,high
151676.6,11,NeoRec_2018-07-06_14-02-33,3,1.891403,high
151766,11,NeoRec_2018-07-06_14-02-33,3,-0.9618025,high
151869.8,11,NeoRec_2018-07-06_14-02-33,3,5.126343,high
151961.1,11,NeoRec_2018-07-06_14-02-33,3,1.836568,high
152069.3,11,NeoRec_2018-07-06_14-02-33,3,-3.790131,high
152161.5,11,NeoRec_2018-07-06_14-02-33,3,-1.353945,high
152243.3,11,NeoRec_2018-07-06_14-02-33,3,-1.284515,high
164526.1,12,NeoRec_2018-07-06_14-02-33,1,4.60511,high
164619.3,12,NeoRec_2018-07-06_14-02-33,1,5.166724,high
164718.9,12,NeoRec_2018-07-06_14-02-33,1,-5.735398,high
164827.7,12,NeoRec_2018-07-06_14-02-33,1,2.267951,high
164921.8,12,NeoRec_2018-07-06_14-02-33,1,3.859778,high
165019.6,12,NeoRec_2018-07-06_14-02-33,1,-3.952679,high
165104.2,12,NeoRec_2018-07-06_14-02-33,1,-3.526201,high
165203.2,12,NeoRec_2018-07-06_14-02-33,1,1.444927,high
165313.6,12,NeoRec_2018-07-06_14-02-33,1,-4.340036,high
165403.8,12,NeoRec_2018-07-06_14-02-33,1,-3.265113,high
165493.3,12,NeoRec_2018-07-06_14-02-33,2,3.197978,high
165582.9,12,NeoRec_2018-07-06_14-02-33,2,1.420356,high
165683.9,12,NeoRec_2018-07-06_14-02-33,2,-0.621702,high
165771.7,12,NeoRec_2018-07-06_14-02-33,2,-8.669223,high
165882.1,12,NeoRec_2018-07-06_14-02-33,2,3.985398,high
165995.7,12,NeoRec_2018-07-06_14-02-33,2,2.47835,high
166104.8,12,NeoRec_2018-07-06_14-02-33,2,0.5024852,high
166189.2,12,NeoRec_2018-07-06_14-02-33,2,-4.374988,high
166300.2,12,NeoRec_2018-07-06_14-02-33,2,-0.3338331,high
166380.6,12,NeoRec_2018-07-06_14-02-33,2,6.376881,high
166484.2,12,NeoRec_2018-07-06_14-02-33,2,-4.916484,high
166564.2,12,NeoRec_2018-07-06_14-02-33,2,-5.064985,high
166677.9,12,NeoRec_2018-07-06_14-02-33,2,2.470706,high
166763.3,12,NeoRec_2018-07-06_14-02-33,2,-3.898823,high
166847.1,12,NeoRec_2018-07-06_14-02-33,2,-3.368138,high
166958.1,12,NeoRec_2018-07-06_14-02-33,2,-0.0542015,high
167060.9,12,NeoRec_2018-07-06_14-02-33,2,-5.80988,high
167153.7,12,NeoRec_2018-07-06_14-02-33,2,3.790093,high
167262.8,12,NeoRec_2018-07-06_14-02-33,2,-1.729086,high
167372.8,12,NeoRec_2018-07-06_14-02-33,3,0.8662627,high
167466.8,12,NeoRec_2018-07-06_14-02-33,3,5.2936,high
167559.6,12,NeoRec_2018-07-06_14-02-33,3,0.2908148,high
167669.8,12,NeoRec_2018-07-06_14-02-33,3,-0.009820501,high
167757.4,12,NeoRec_2018-07-06_14-02-33,3,-4.915755,high
167871.7,12,NeoRec_2018-07-06_14-02-33,3,8.143437,high
167982.7,12,NeoRec_2018-07-06_14-02-33,3,2.948474,high
168100.3,12,NeoRec_2018-07-06_14-02-33,3,-3.53006,high
168180.9,12,NeoRec_2018-07-06_14-02-33,3,-4.466287,high
168266.9,12,NeoRec_2018-07-06_14-02-33,3,-3.376525,high
177206.5,13,NeoRec_2018-07-06_14-02-33,1,0.8029417,high
177309.7,13,NeoRec_2018-07-06_14-02-33,1,-3.220006,high
177394.9,13,NeoRec_2018-07-06_14-02-33,1,4.354484,high
177488.5,13,NeoRec_2018-07-06_14-02-33,1,-5.215835,high
177600.5,13,NeoRec_2018-07-06_14-02-33,1,-0.9735427,high
177711.9,13,NeoRec_2018-07-06_14-02-33,1,-0.1398558,high
177818.4,13,NeoRec_2018-07-06_14-02-33,1,11.43052,high
177932.2,13,NeoRec_2018-07-06_14-02-33,1,4.694994,high
178034.2,13,NeoRec_2018-07-06_14-02-33,1,-3.667356,high
178117.8,13,NeoRec_2018-07-06_14-02-33,1,4.951944,high
178236.2,13,NeoRec_2018-07-06_14-02-33,1,-1.477727,high
178322,13,NeoRec_2018-07-06_14-02-33,1,3.157424,high
178404.9,13,NeoRec_2018-07-06_14-02-33,1,-4.062704,high
178523.5,13,NeoRec_2018-07-06_14-02-33,1,-2.766468,high
178636.5,13,NeoRec_2018-07-06_14-02-33,1,1.260393,high
178753.3,13,NeoRec_2018-07-06_14-02-33,1,-6.693073,high
178869.5,13,NeoRec_2018-07-06_14-02-33,1,1.20139,high
178982.6,13,NeoRec_2018-07-06_14-02-33,1,-6.060991,high
179064.4,13,NeoRec_2018-07-06_14-02-33,1,-5.573044,high
179171.4,13,NeoRec_2018-07-06_14-02-33,1,2.992617,high
179267.8,13,NeoRec_2018-07-06_14-02-33,1,-2.047584,high
179386.6,13,NeoRec_2018-07-06_14-02-33,1,-1.488523,high
179506.6,13,NeoRec_2018-07-06_14-02-33,1,-5.324153,high
179591.3,13,NeoRec_2018-07-06_14-02-33,1,-3.842297,high
179693.5,13,NeoRec_2018-07-06_14-02-33,1,-2.89482,high
179782.3,13,NeoRec_2018-07-06_14-02-33,1,3.567691,high
179867.1,13,NeoRec_2018-07-06_14-02-33,1,7.828829,high
179973.5,13,NeoRec_2018-07-06_14-02-33,1,-2.773279,high
180058.1,13,NeoRec_2018-07-06_14-02-33,1,-1.211201,high
180143.2,13,NeoRec_2018-07-06_14-02-33,2,-5.800416,high
180229.8,13,NeoRec_2018-07-06_14-02-33,2,-4.978433,high
180328.4,13,NeoRec_2018-07-06_14-02-33,2,5.165073,high
180425.6,13,NeoRec_2018-07-06_14-02-33,2,0.4002126,high
180531.2,13,NeoRec_2018-07-06_14-02-33,2,-2.542218,high
180634.6,13,NeoRec_2018-07-06_14-02-33,2,-0.3912338,high
180750.3,13,NeoRec_2018-07-06_14-02-33,2,-3.555683,high
180831.3,13,NeoRec_2018-07-06_14-02-33,2,0.2586837,high
180946.3,13,NeoRec_2018-07-06_14-02-33,2,-0.5491499,high
181064.9,13,NeoRec_2018-07-06_14-02-33,2,-3.713058,high
181182.3,13,NeoRec_2018-07-06_14-02-33,2,0.6206464,high
181293.8,13,NeoRec_2018-07-06_14-02-33,2,1.527784,high
181402.8,13,NeoRec_2018-07-06_14-02-33,2,4.957707,high
181493.2,13,NeoRec_2018-07-06_14-02-33,2,-1.489979,high
181579.8,13,NeoRec_2018-07-06_14-02-33,2,1.384331,high
181696,13,NeoRec_2018-07-06_14-02-33,2,-5.667045,high
181804.8,13,NeoRec_2018-07-06_14-02-33,2,-1.359036,high
181895.3,13,NeoRec_2018-07-06_14-02-33,2,-2.646345,high
181995.5,13,NeoRec_2018-07-06_14-02-33,2,-0.8736706,high
182103.9,13,NeoRec_2018-07-06_14-02-33,2,-4.042449,high
182216.9,13,NeoRec_2018-07-06_14-02-33,2,-6.234679,high
182324.1,13,NeoRec_2018-07-06_14-02-33,2,-6.109622,high
182413.3,13,NeoRec_2018-07-06_14-02-33,2,-3.148278,high
182510.6,13,NeoRec_2018-07-06_14-02-33,2,1.32024,high
182596.6,13,NeoRec_2018-07-06_14-02-33,2,-5.165279,high
182713,13,NeoRec_2018-07-06_14-02-33,2,-0.7818019,high
182795.6,13,NeoRec_2018-07-06_14-02-33,2,0.07099088,high
182910.2,13,NeoRec_2018-07-06_14-02-33,2,1.242182,high
182994.8,13,NeoRec_2018-07-06_14-02-33,2,-9.247408,high
183085.3,13,NeoRec_2018-07-06_14-02-33,2,3.653265,high
183178.3,13,NeoRec_2018-07-06_14-02-33,2,1.766575,high
183269.3,13,NeoRec_2018-07-06_14-02-33,2,-10.22623,high
183385.3,13,NeoRec_2018-07-06_14-02-33,2,1.735851,high
183479.5,13,NeoRec_2018-07-06_14-02-33,2,1.730148,high
183589.7,13,NeoRec_2018-07-06_14-02-33,2,1.325684,high
183670,13,NeoRec_2018-07-06_14-02-33,2,-0.2517625,high
183781.4,13,NeoRec_2018-07-06_14-02-33,2,-0.3306558,high
183892,13,NeoRec_2018-07-06_14-02-33,2,-2.770196,high
183991.2,13,NeoRec_2018-07-06_14-02-33,2,1.430228,high
184083.2,13,NeoRec_2018-07-06_14-02-33,2,-4.905828,high
184167.2,13,NeoRec_2018-07-06_14-02-33,2,2.502829,high
184250.1,13,NeoRec_2018-07-06_14-02-33,2,-1.555006,high
184361.5,13,NeoRec_2018-07-06_14-02-33,2,1.656873,high
184450.3,13,NeoRec_2018-07-06_14-02-33,2,-1.265932,high
184566.7,13,NeoRec_2018-07-06_14-02-33,2,-7.458166,high
184671.5,13,NeoRec_2018-07-06_14-02-33,2,5.136,high
184777.3,13,NeoRec_2018-07-06_14-02-33,2,-0.4406687,high
184875.6,13,NeoRec_2018-07-06_14-02-33,2,1.988567,high
184960.2,13,NeoRec_2018-07-06_14-02-33,2,0.4304979,high
185051.8,13,NeoRec_2018-07-06_14-02-33,2,1.2189,high
185139.8,13,NeoRec_2018-07-06_14-02-33,2,-1.140204,high
185249.2,13,NeoRec_2018-07-06_14-02-33,2,-3.362205,high
185360.8,13,NeoRec_2018-07-06_14-02-33,2,-1.068137,high
185473.9,13,NeoRec_2018-07-06_14-02-33,2,-0.7692905,high
185575.3,13,NeoRec_2018-07-06_14-02-33,2,3.240753,high
185655.9,13,NeoRec_2018-07-06_14-02-33,2,0.9473345,high
185747.1,13,NeoRec_2018-07-06_14-02-33,2,-4.72344,high
185836.9,13,NeoRec_2018-07-06_14-02-33,2,3.337813,high
185937.5,13,NeoRec_2018-07-06_14-02-33,2,-14.33876,high
186055.8,13,NeoRec_2018-07-06_14-02-33,2,-2.707575,high
186165.6,13,NeoRec_2018-07-06_14-02-33,3,1.765235,high
186248.4,13,NeoRec_2018-07-06_14-02-33,3,3.044188,high
186331.8,13,NeoRec_2018-07-06_14-02-33,3,-0.5436717,high
186444.2,13,NeoRec_2018-07-06_14-02-33,3,1.568927,high
186529.6,13,NeoRec_2018-07-06_14-02-33,3,1.412974,high
186626.5,13,NeoRec_2018-07-06_14-02-33,3,-0.5366846,high
186730.1,13,NeoRec_2018-07-06_14-02-33,3,2.500494,high
186825.7,13,NeoRec_2018-07-06_14-02-33,3,4.869565,high
186943.5,13,NeoRec_2018-07-06_14-02-33,3,-5.059637,high
187050.7,13,NeoRec_2018-07-06_14-02-33,3,-6.464118,high
187136,13,NeoRec_2018-07-06_14-02-33,3,-6.294698,high
187237.6,13,NeoRec_2018-07-06_14-02-33,3,-2.31113,high
187337.2,13,NeoRec_2018-07-06_14-02-33,3,-0.03217294,high
187417.4,13,NeoRec_2018-07-06_14-02-33,3,-1.881514,high
187534.2,13,NeoRec_2018-07-06_14-02-33,3,2.188264,high
187616,13,NeoRec_2018-07-06_14-02-33,3,3.543516,high
187723.9,13,NeoRec_2018-07-06_14-02-33,3,-4.526346,high
187813.5,13,NeoRec_2018-07-06_14-02-33,3,3.647067,high
187895.3,13,NeoRec_2018-07-06_14-02-33,3,-5.493342,high
187987.3,13,NeoRec_2018-07-06_14-02-33,3,4.171065,high
188071.1,13,NeoRec_2018-07-06_14-02-33,3,5.403067,high
188165.9,13,NeoRec_2018-07-06_14-02-33,3,-0.7272484,high
188284.7,13,NeoRec_2018-07-06_14-02-33,3,-4.904613,high
188373.2,13,NeoRec_2018-07-06_14-02-33,3,2.194227,high
188480.8,13,NeoRec_2018-07-06_14-02-33,3,2.882318,high
188598,13,NeoRec_2018-07-06_14-02-33,3,5.221399,high
188693,13,NeoRec_2018-07-06_14-02-33,3,-0.3467661,high
188776.4,13,NeoRec_2018-07-06_14-02-33,3,-3.70009,high
188871.4,13,NeoRec_2018-07-06_14-02-33,3,-7.021696,high
198788.8,14,NeoRec_2018-07-06_14-02-33,1,-2.693373,high
198876.3,14,NeoRec_2018-07-06_14-02-33,1,-2.115506,high
198969.3,14,NeoRec_2018-07-06_14-02-33,1,-7.527029,high
199081.7,14,NeoRec_2018-07-06_14-02-33,1,-13.06535,high
199201.3,14,NeoRec_2018-07-06_14-02-33,1,0.798898,high
199302.5,14,NeoRec_2018-07-06_14-02-33,1,-11.04401,high
199401.6,14,NeoRec_2018-07-06_14-02-33,1,-8.261106,high
199481.8,14,NeoRec_2018-07-06_14-02-33,1,-0.9884059,high
199562.4,14,NeoRec_2018-07-06_14-02-33,1,5.128036,high
199667.8,14,NeoRec_2018-07-06_14-02-33,1,5.729228,high
199785.8,14,NeoRec_2018-07-06_14-02-33,1,1.247653,high
199878,14,NeoRec_2018-07-06_14-02-33,1,-0.7321159,high
199994.9,14,NeoRec_2018-07-06_14-02-33,1,5.848978,high
200113.1,14,NeoRec_2018-07-06_14-02-33,1,-0.5900824,high
200201.5,14,NeoRec_2018-07-06_14-02-33,1,-7.13386,high
200318.5,14,NeoRec_2018-07-06_14-02-33,1,-5.181337,high
200430.7,14,NeoRec_2018-07-06_14-02-33,1,6.043779,high
200549.3,14,NeoRec_2018-07-06_14-02-33,1,4.030569,high
200650.2,14,NeoRec_2018-07-06_14-02-33,1,-5.578176,high
200742.8,14,NeoRec_2018-07-06_14-02-33,1,0.349449,high
200834.6,14,NeoRec_2018-07-06_14-02-33,1,-1.902698,high
200935.4,14,NeoRec_2018-07-06_14-02-33,1,-2.192877,high
201053.6,14,NeoRec_2018-07-06_14-02-33,1,-7.92633,high
201134,14,NeoRec_2018-07-06_14-02-33,1,6.331857,high
201252.9,14,NeoRec_2018-07-06_14-02-33,1,-0.2255757,high
201361.1,14,NeoRec_2018-07-06_14-02-33,2,-4.007401,high
